project_type,problem_complexity,team_size,expected_duration_months,tech_stack,features_count,external_integrations,ui_ux_complexity,data_handling_required,analytics_required,security_compliance,stakeholders_count,requires_mobile_app,requires_web_portal,existing_system_in_place,geographic_scope,deployment_model,project_priority,risk_factors_count,target_users_count,sprint_count,average_hourly_rate,infrastructure_required,client_industry,third_party_license_cost,project_location,poc_done,hosting_provider,hosting_monthly_cost,hosting_duration_months,team_composition,project_cost_estimate
Retail,Medium,12,3,Python + Django,26,None,Advanced,True,False,Advanced,8,False,False,False,Local,Cloud,Medium,2,93292,2,600,Basic,Logistics,10000,Tier 1,True,AWS,1000,3,balanced,583280
Education,Medium,4,2,MEAN,20,None,Moderate,True,False,Basic,8,True,True,True,Local,On-prem,Medium,3,81377,6,600,None,Healthcare,0,Tier 1,True,DigitalOcean,1000,2,balanced,120318
E-commerce,High,9,12,MERN,12,None,Moderate,True,False,None,8,False,False,False,Local,Hybrid,Low,2,56604,3,300,None,Healthcare,0,Rural,False,DigitalOcean,3000,12,junior-heavy,680596
Education,High,3,6,Python + Django,11,Maps,Basic,False,True,Advanced,5,False,False,True,Global,Cloud,High,1,14609,3,600,None,Finance,0,Tier 1,False,Azure,3000,6,balanced,222283
Travel,High,4,3,Python + Django,17,SMS,Basic,True,False,Basic,4,True,True,False,Global,On-prem,High,4,37795,7,1000,None,Finance,5000,Tier 1,False,DigitalOcean,3000,3,senior-heavy,334445
FinTech,Medium,14,4,MEAN,5,SMS,Moderate,False,True,None,5,True,True,True,Global,On-prem,Medium,4,181,5,300,None,Healthcare,0,Tier 1,True,AWS,3000,4,junior-heavy,349796
E-commerce,Low,12,6,Java + Spring Boot,30,Maps,Moderate,False,False,Advanced,5,False,False,False,National,Cloud,Medium,2,93131,4,1000,Dedicated,Logistics,5000,Tier 2,True,DigitalOcean,1000,6,senior-heavy,1837435
Healthcare,High,13,12,MEAN,16,SMS,Basic,True,False,Basic,4,True,True,False,Global,Cloud,Medium,5,89021,6,1000,Basic,Logistics,5000,Tier 1,False,DigitalOcean,0,12,senior-heavy,4266880
E-commerce,High,8,11,PHP + Laravel,27,Maps,Advanced,True,False,Basic,10,False,False,True,Local,On-prem,High,1,61171,7,600,None,Logistics,10000,Tier 2,True,DigitalOcean,5000,11,balanced,1194376
Healthcare,Medium,10,3,PHP + Laravel,8,None,Moderate,False,True,Basic,6,True,True,False,Local,On-prem,Medium,4,87255,8,600,Dedicated,Education,0,Tier 1,False,Azure,3000,3,balanced,417775
E-commerce,Medium,14,8,Java + Spring Boot,12,SMS,Moderate,False,True,Basic,5,False,True,False,Global,On-prem,High,1,89614,8,300,None,Retail,0,Tier 1,False,Azure,10000,8,junior-heavy,791610
Education,Medium,7,3,MERN,9,All,Moderate,False,False,Basic,6,False,False,False,National,On-prem,Low,4,3513,8,600,Basic,Finance,20000,Tier 1,False,Azure,3000,3,balanced,327123
Education,Low,12,7,Python + Django,26,None,Moderate,False,True,None,1,False,True,False,Global,Cloud,Medium,4,63156,7,1000,Basic,Finance,10000,Tier 1,True,Azure,1000,7,senior-heavy,1625187
Travel,High,11,10,MEAN,14,Maps,Advanced,True,False,Advanced,4,True,True,True,Local,Hybrid,Low,4,12746,3,300,None,Finance,5000,Tier 2,True,None,5000,10,junior-heavy,733685
Healthcare,Low,9,3,PHP + Laravel,13,All,Advanced,False,True,Basic,3,True,True,True,Global,Hybrid,Low,1,67095,7,300,Dedicated,Logistics,20000,Tier 1,False,None,3000,3,junior-heavy,216210
FinTech,Medium,7,12,Python + Django,27,None,Moderate,False,False,None,1,False,False,True,Global,On-prem,Low,4,39733,2,600,Dedicated,Logistics,20000,Tier 2,True,DigitalOcean,0,12,balanced,1125341
FinTech,High,5,9,PHP + Laravel,11,Maps,Advanced,False,True,None,3,False,False,False,Global,Cloud,Medium,5,39755,5,600,None,Healthcare,0,Tier 2,False,Azure,3000,9,balanced,771717
FinTech,High,12,10,PHP + Laravel,16,All,Advanced,False,True,None,1,True,True,True,Global,Cloud,Medium,5,62494,4,1000,None,Education,10000,Tier 1,True,None,10000,10,senior-heavy,2479864
Travel,Low,15,3,Python + Django,29,Maps,Advanced,True,True,Basic,2,False,False,True,Global,Hybrid,High,1,25703,4,600,Basic,Healthcare,10000,Rural,False,Azure,0,3,balanced,541056
E-commerce,High,6,4,MERN,11,None,Basic,True,False,Basic,10,True,False,True,Global,Hybrid,High,5,69276,5,1000,None,Education,5000,Rural,False,DigitalOcean,5000,4,senior-heavy,489077
Travel,Medium,8,10,MERN,23,None,Basic,False,True,None,8,True,True,False,Local,Cloud,Medium,2,51223,7,1000,Basic,Finance,0,Tier 1,False,AWS,1000,10,senior-heavy,1815225
E-commerce,High,11,5,MERN,23,SMS,Moderate,True,True,Basic,7,False,True,False,Local,Cloud,Low,4,96240,4,1000,Dedicated,Finance,10000,Tier 1,False,AWS,10000,5,senior-heavy,1282303
Education,High,15,11,PHP + Laravel,7,All,Moderate,True,False,Advanced,1,True,True,False,Global,Cloud,High,2,56609,5,1000,Basic,Education,10000,Tier 1,True,AWS,0,11,senior-heavy,4522417
Travel,Low,15,10,PHP + Laravel,20,None,Moderate,False,True,Basic,7,True,True,False,Local,Hybrid,Medium,2,25431,4,300,Basic,Finance,20000,Tier 1,True,AWS,10000,10,junior-heavy,1246281
E-commerce,High,12,5,MEAN,6,None,Basic,True,False,None,5,True,False,False,Global,Hybrid,Low,2,17052,6,300,Basic,Healthcare,0,Rural,True,AWS,5000,5,junior-heavy,524724
FinTech,Low,4,10,Python + Django,27,Maps,Moderate,False,True,Advanced,5,False,True,True,National,On-prem,High,4,63778,4,600,None,Education,20000,Tier 1,True,DigitalOcean,1000,10,balanced,631712
Healthcare,Low,14,5,MEAN,27,SMS,Advanced,False,True,None,8,True,False,False,Global,On-prem,Medium,0,7877,4,1000,Dedicated,Healthcare,10000,Tier 2,True,None,0,5,senior-heavy,1766944
Travel,Medium,9,2,PHP + Laravel,6,Maps,Basic,False,True,Advanced,6,False,True,True,National,Hybrid,High,3,56089,8,600,Dedicated,Finance,5000,Tier 1,False,DigitalOcean,1000,2,balanced,245023
Education,Medium,11,8,MEAN,9,None,Moderate,False,True,None,9,False,False,False,Local,Hybrid,Medium,2,35275,7,600,Basic,Logistics,10000,Tier 1,True,DigitalOcean,10000,8,balanced,1145238
E-commerce,Medium,12,7,MERN,19,None,Moderate,False,True,Basic,1,True,False,False,Local,On-prem,Low,2,36244,4,1000,Basic,Education,5000,Tier 1,True,Azure,3000,7,senior-heavy,1925578
Healthcare,High,12,2,PHP + Laravel,19,All,Moderate,True,True,None,5,False,True,False,Global,Hybrid,Low,4,30812,4,1000,None,Finance,0,Rural,False,AWS,1000,2,senior-heavy,589275
Travel,Medium,11,5,MERN,25,SMS,Moderate,True,True,Basic,10,False,False,False,Global,On-prem,Medium,2,81565,2,300,None,Retail,10000,Tier 1,False,Azure,1000,5,junior-heavy,407539
Retail,High,12,3,PHP + Laravel,30,All,Advanced,False,True,Basic,10,True,True,False,Global,Cloud,Low,1,74158,6,300,Dedicated,Logistics,5000,Rural,False,AWS,10000,3,junior-heavy,319818
Healthcare,High,11,11,Java + Spring Boot,12,Maps,Basic,False,True,Basic,6,True,True,False,Global,On-prem,Medium,0,46185,6,300,Dedicated,Finance,20000,Tier 2,False,Azure,5000,11,junior-heavy,853311
Healthcare,Medium,10,5,PHP + Laravel,26,Payment,Advanced,False,False,Basic,6,True,True,False,National,Hybrid,Low,4,64825,7,600,None,Education,5000,Tier 2,True,Azure,10000,5,balanced,872505
Healthcare,Low,4,6,Python + Django,5,Payment,Basic,True,False,Basic,6,True,False,True,Global,On-prem,Low,2,44174,6,600,Dedicated,Logistics,20000,Tier 1,True,AWS,10000,6,balanced,455185
Education,Medium,14,9,Python + Django,27,Payment,Advanced,True,True,None,1,False,False,False,National,On-prem,Low,4,94753,6,600,Basic,Finance,20000,Tier 1,False,None,5000,9,balanced,1980999
Education,Medium,8,11,MEAN,9,None,Advanced,True,False,Advanced,5,False,True,False,National,Cloud,Low,2,35943,5,300,Basic,Education,20000,Tier 1,False,DigitalOcean,10000,11,junior-heavy,685284
Retail,High,12,5,MEAN,5,All,Basic,True,True,Basic,1,False,True,False,Global,On-prem,High,3,68324,3,300,Basic,Retail,5000,Tier 1,True,None,3000,5,junior-heavy,369570
Travel,High,9,6,MERN,16,None,Advanced,True,True,Basic,3,False,False,False,Global,Hybrid,High,5,9760,7,600,Dedicated,Retail,5000,Tier 1,False,AWS,0,6,balanced,895262
Travel,Low,14,7,MEAN,9,All,Moderate,True,True,Basic,8,True,False,True,Global,On-prem,Medium,1,26077,7,1000,None,Logistics,0,Rural,True,AWS,1000,7,senior-heavy,2659782
E-commerce,Medium,9,9,Java + Spring Boot,24,SMS,Advanced,True,False,Basic,9,True,False,True,National,Hybrid,Medium,3,82628,5,300,Dedicated,Retail,5000,Rural,False,DigitalOcean,10000,9,junior-heavy,713964
FinTech,Low,4,3,Python + Django,8,Payment,Moderate,False,True,Basic,7,True,False,False,Global,On-prem,High,1,3846,4,300,Basic,Logistics,20000,Tier 1,False,AWS,3000,3,junior-heavy,133923
Education,Medium,11,6,Python + Django,13,None,Moderate,False,True,Basic,1,False,False,False,Local,Hybrid,Low,4,27077,8,600,Dedicated,Finance,20000,Rural,False,Azure,3000,6,balanced,915156
Travel,Medium,12,2,Java + Spring Boot,29,All,Basic,True,True,Basic,9,True,True,False,Global,Cloud,Medium,1,49055,4,1000,Basic,Education,20000,Rural,True,AWS,0,2,senior-heavy,485583
E-commerce,Low,3,10,Java + Spring Boot,14,None,Basic,True,True,Basic,2,False,False,True,Global,On-prem,Low,0,9734,6,300,Dedicated,Healthcare,20000,Tier 1,True,Azure,0,10,junior-heavy,254305
FinTech,Medium,4,11,Python + Django,21,None,Moderate,False,False,None,2,False,False,False,National,On-prem,Low,1,53308,6,1000,Basic,Healthcare,5000,Tier 2,True,None,5000,11,senior-heavy,1215701
Retail,Low,3,8,Python + Django,29,Payment,Moderate,False,False,Advanced,2,False,False,True,Global,Cloud,Low,4,22234,3,600,Basic,Logistics,0,Tier 1,True,Azure,3000,8,balanced,351333
Education,Medium,9,9,Python + Django,14,Maps,Basic,True,False,Advanced,10,False,True,False,Global,Cloud,High,3,71561,5,1000,Basic,Education,5000,Tier 2,False,None,10000,9,senior-heavy,1639696
Education,Low,11,3,MERN,10,All,Advanced,True,True,None,8,True,True,False,National,Cloud,High,4,63907,3,1000,Dedicated,Logistics,20000,Tier 2,False,AWS,0,3,senior-heavy,842757
Retail,Medium,7,8,PHP + Laravel,25,Payment,Basic,False,True,Advanced,6,False,False,False,Local,On-prem,High,5,17789,3,300,Dedicated,Healthcare,10000,Tier 1,False,None,3000,8,junior-heavy,427409
Healthcare,Low,5,9,MERN,22,SMS,Moderate,True,True,Advanced,8,True,True,False,Global,Hybrid,Low,2,82470,2,300,None,Retail,0,Tier 2,False,DigitalOcean,0,9,junior-heavy,289496
Healthcare,Low,8,8,MEAN,13,Payment,Moderate,True,True,Advanced,10,False,False,False,Global,Hybrid,High,3,27484,3,1000,None,Education,5000,Tier 1,True,Azure,3000,8,senior-heavy,1265983
E-commerce,Low,5,9,PHP + Laravel,30,SMS,Moderate,False,False,Basic,9,True,True,False,National,On-prem,High,3,46579,4,300,Dedicated,Retail,10000,Rural,True,Azure,0,9,junior-heavy,270502
Education,High,5,6,Java + Spring Boot,26,None,Advanced,False,False,None,1,False,False,False,Global,On-prem,Low,4,73423,3,1000,Basic,Retail,20000,Tier 1,True,Azure,1000,6,senior-heavy,736897
FinTech,Low,10,10,Java + Spring Boot,13,All,Basic,False,True,Advanced,5,False,False,True,Global,Hybrid,Medium,2,82005,2,600,Dedicated,Finance,0,Rural,False,None,1000,10,balanced,1442352
E-commerce,High,10,9,MEAN,27,Payment,Basic,True,False,None,1,False,True,False,Local,Hybrid,Medium,1,85915,6,300,Dedicated,Finance,0,Tier 2,False,Azure,10000,9,junior-heavy,591849
Education,Medium,12,7,MERN,7,Payment,Advanced,True,False,None,3,False,True,False,Global,Cloud,High,4,53691,3,1000,Dedicated,Finance,0,Tier 2,False,DigitalOcean,10000,7,senior-heavy,2351886
Education,Low,4,9,MERN,7,Payment,Advanced,True,True,Basic,10,True,True,True,Local,Hybrid,Medium,3,10702,7,600,None,Retail,0,Rural,True,Azure,10000,9,balanced,608424
Retail,Medium,7,8,Python + Django,12,Payment,Moderate,True,True,Basic,5,False,False,True,National,On-prem,High,2,45775,8,300,Dedicated,Logistics,5000,Tier 2,True,AWS,3000,8,junior-heavy,383287
Education,Medium,12,4,Java + Spring Boot,11,Maps,Advanced,False,True,Advanced,4,False,True,False,National,Cloud,Low,4,86338,7,600,None,Healthcare,5000,Tier 1,False,DigitalOcean,10000,4,balanced,846555
E-commerce,High,8,8,Java + Spring Boot,5,Payment,Moderate,False,False,Basic,2,True,False,False,Local,On-prem,High,1,98622,2,1000,Basic,Logistics,0,Tier 2,False,None,10000,8,senior-heavy,1456675
Education,Medium,10,6,MERN,12,All,Basic,False,False,Basic,10,False,True,True,Global,Cloud,Medium,4,91489,6,300,None,Logistics,10000,Tier 1,True,DigitalOcean,3000,6,junior-heavy,442241
Education,Medium,15,3,MEAN,19,None,Advanced,True,True,None,5,False,True,True,Local,Cloud,Medium,0,94963,3,300,None,Logistics,5000,Tier 2,True,None,3000,3,junior-heavy,364055
Education,High,5,3,Python + Django,19,Payment,Basic,False,True,Basic,3,False,False,False,Global,Hybrid,Medium,4,51672,6,600,None,Retail,20000,Tier 2,True,Azure,5000,3,balanced,263176
E-commerce,High,12,5,PHP + Laravel,29,SMS,Basic,True,True,Basic,4,True,True,False,National,Cloud,Medium,3,85776,3,300,Basic,Education,10000,Tier 2,False,None,3000,5,junior-heavy,415080
Education,High,13,2,PHP + Laravel,8,SMS,Basic,False,True,Advanced,7,True,True,False,Local,Hybrid,High,3,90004,5,600,None,Healthcare,20000,Rural,False,None,3000,2,balanced,340331
E-commerce,High,15,6,Python + Django,21,Maps,Moderate,False,False,None,3,False,False,True,Local,Cloud,Medium,5,77402,4,300,None,Logistics,10000,Rural,False,None,5000,6,junior-heavy,727087
Education,Medium,3,6,MERN,24,Maps,Moderate,False,False,Advanced,5,True,False,True,National,On-prem,Medium,0,58609,4,600,Basic,Finance,0,Rural,True,DigitalOcean,0,6,balanced,284444
Retail,Low,14,10,MEAN,28,Payment,Advanced,False,False,Basic,6,False,True,False,Local,Cloud,Medium,2,5068,3,300,Dedicated,Finance,5000,Tier 2,True,DigitalOcean,5000,10,junior-heavy,900771
Travel,Medium,13,6,MERN,18,None,Basic,False,False,Advanced,9,True,True,False,Global,On-prem,Low,3,36066,7,1000,Dedicated,Education,20000,Tier 2,True,None,5000,6,senior-heavy,1516911
E-commerce,Medium,5,6,MEAN,13,Maps,Moderate,False,True,None,4,True,False,True,Local,Hybrid,Medium,5,93377,6,1000,Basic,Logistics,0,Tier 2,False,None,3000,6,senior-heavy,686727
Education,Low,10,2,Python + Django,28,SMS,Basic,True,False,Basic,7,True,True,False,Global,On-prem,Low,1,98093,6,1000,Basic,Retail,10000,Tier 2,False,None,3000,2,senior-heavy,445902
Retail,Medium,13,2,Python + Django,29,None,Moderate,False,True,Basic,9,True,False,True,Local,On-prem,Low,1,14550,6,600,Basic,Education,5000,Tier 1,False,None,1000,2,balanced,385117
FinTech,High,8,8,MERN,26,Maps,Advanced,False,True,Basic,8,False,False,False,Local,Cloud,Medium,2,487,6,300,Basic,Healthcare,10000,Rural,True,AWS,10000,8,junior-heavy,501004
Travel,Low,9,12,PHP + Laravel,12,Payment,Advanced,True,False,None,6,True,True,False,Global,Cloud,Medium,0,97431,6,1000,Dedicated,Healthcare,20000,Rural,True,Azure,5000,12,senior-heavy,2490672
Healthcare,Medium,10,5,MEAN,14,None,Basic,True,False,Basic,4,False,True,True,National,Hybrid,High,0,79218,8,600,Basic,Education,20000,Tier 1,False,AWS,1000,5,balanced,839026
E-commerce,Medium,3,2,Java + Spring Boot,27,All,Basic,True,False,Basic,1,False,False,True,National,On-prem,High,4,82529,7,1000,Basic,Healthcare,20000,Tier 1,True,Azure,5000,2,senior-heavy,193568
FinTech,Low,7,3,MEAN,30,SMS,Basic,False,True,Basic,2,False,False,True,National,On-prem,Medium,5,58334,4,1000,Basic,Retail,10000,Rural,False,AWS,1000,3,senior-heavy,482199
FinTech,High,15,4,Java + Spring Boot,27,Maps,Moderate,True,False,Basic,8,False,True,True,Local,Hybrid,Medium,3,33775,7,300,None,Finance,10000,Tier 1,False,Azure,10000,4,junior-heavy,383727
Healthcare,Medium,12,6,MEAN,23,All,Moderate,False,False,Basic,3,False,True,False,National,Cloud,High,0,44924,3,300,Basic,Education,20000,Tier 1,True,DigitalOcean,3000,6,junior-heavy,534133
Retail,High,12,3,MERN,28,All,Basic,True,False,Advanced,1,False,True,False,Global,Cloud,Medium,4,70141,8,1000,Dedicated,Logistics,10000,Tier 1,True,None,1000,3,senior-heavy,844860
Healthcare,High,12,5,MEAN,12,SMS,Basic,True,False,Advanced,5,True,True,True,Local,Hybrid,Medium,0,27277,3,1000,None,Logistics,10000,Rural,False,None,1000,5,senior-heavy,1560492
E-commerce,Medium,4,2,MERN,20,Payment,Basic,True,False,Basic,10,True,False,True,Global,On-prem,High,1,77243,8,1000,Dedicated,Logistics,0,Tier 2,True,DigitalOcean,3000,2,senior-heavy,168999
FinTech,High,15,11,Python + Django,21,Maps,Advanced,False,False,Advanced,4,False,False,False,Global,On-prem,Low,1,63958,2,600,Basic,Logistics,20000,Tier 2,False,Azure,3000,11,balanced,2459568
Education,Medium,5,8,PHP + Laravel,10,Payment,Basic,True,True,Basic,9,False,False,False,Local,Hybrid,Medium,4,27613,6,300,Dedicated,Education,0,Tier 2,True,Azure,3000,8,junior-heavy,351394
Retail,Medium,15,4,PHP + Laravel,30,SMS,Advanced,False,True,Basic,8,False,False,True,National,On-prem,High,2,97726,4,600,Basic,Retail,5000,Tier 2,False,None,1000,4,balanced,785198
Healthcare,Medium,3,2,Java + Spring Boot,5,Payment,Basic,False,False,Basic,1,False,False,False,National,Hybrid,High,5,26192,8,600,None,Logistics,10000,Rural,False,DigitalOcean,5000,2,balanced,109945
Travel,High,4,5,Python + Django,6,SMS,Advanced,False,True,Basic,10,False,True,True,Local,Hybrid,Medium,2,70553,4,300,Basic,Retail,10000,Tier 1,False,Azure,1000,5,junior-heavy,167453
Retail,Medium,14,7,PHP + Laravel,11,All,Basic,False,True,Basic,10,False,False,True,Local,Cloud,High,5,96919,4,300,Basic,Healthcare,5000,Rural,True,Azure,5000,7,junior-heavy,823871
Travel,High,8,5,Java + Spring Boot,13,All,Advanced,True,True,None,7,False,False,False,Local,Hybrid,Low,4,49002,2,600,Dedicated,Healthcare,10000,Tier 1,False,None,5000,5,balanced,553544
Retail,Low,7,7,PHP + Laravel,10,All,Basic,False,True,None,7,False,False,False,Global,Cloud,High,2,9621,3,1000,Dedicated,Logistics,0,Tier 2,False,None,0,7,senior-heavy,1160060
Education,Low,3,11,MERN,12,Maps,Moderate,True,False,None,10,False,False,True,Global,On-prem,High,4,20052,3,600,None,Education,0,Tier 2,True,AWS,3000,11,balanced,515214
E-commerce,Medium,3,11,Java + Spring Boot,12,Payment,Basic,False,True,Basic,5,True,True,False,Local,Cloud,Medium,0,49216,2,1000,Basic,Education,5000,Tier 2,True,None,0,11,senior-heavy,779268
E-commerce,Low,10,5,MEAN,21,All,Advanced,True,True,None,2,False,False,False,National,Cloud,Low,0,66491,4,600,Basic,Retail,20000,Rural,True,None,1000,5,balanced,743969
